	 DWIA + Delta + pion modifications 
    35.00  0.1573E+01  0.4796E+00  -.8791E+00  -.2465E+00    2.0279
    40.00  0.1110E+01  0.2405E+00  -.6914E+00  -.1404E+00    2.4340
    45.00  0.7503E+00  0.1218E+00  -.5080E+00  -.7367E-01    2.8846
    50.00  0.4876E+00  0.6619E-01  -.3525E+00  -.3572E-01    3.3765
    55.00  0.3034E+00  0.4011E-01  -.2310E+00  -.1571E-01    3.9057
    60.00  0.1823E+00  0.2710E-01  -.1447E+00  -.6058E-02    4.4683
    65.00  0.1062E+00  0.1952E-01  -.8730E-01  -.1855E-02    5.0599
    70.00  0.5936E-01  0.1410E-01  -.5025E-01  -.2383E-03    5.6762
    75.00  0.3246E-01  0.1003E-01  -.2820E-01  0.1866E-03    6.3124
    80.00  0.1748E-01  0.6915E-02  -.1555E-01  0.1682E-03    6.9637
    85.00  0.9129E-02  0.4551E-02  -.8282E-02  0.4281E-04    7.6250
    90.00  0.4671E-02  0.2859E-02  -.4299E-02  -.7135E-04    8.2914
    95.00  0.2399E-02  0.1721E-02  -.2213E-02  -.1422E-03    8.9578
   100.00  0.1262E-02  0.9874E-03  -.1138E-02  -.1682E-03    9.6192
   105.00  0.7078E-03  0.5422E-03  -.5969E-03  -.1619E-03   10.2704
   110.00  0.4351E-03  0.2877E-03  -.3234E-03  -.1355E-03   10.9066
   115.00  0.2961E-03  0.1570E-03  -.1829E-03  -.1006E-03   11.5229
   120.00  0.2171E-03  0.1005E-03  -.1069E-03  -.6452E-04   12.1146
   125.00  0.1654E-03  0.8458E-04  -.6335E-04  -.3197E-04   12.6772
   130.00  0.1274E-03  0.8902E-04  -.3747E-04  -.5742E-05   13.2064
   135.00  0.9752E-04  0.1023E-03  -.2183E-04  0.1334E-04   13.6982
   140.00  0.7402E-04  0.1180E-03  -.1193E-04  0.2455E-04   14.1489
   145.00  0.5487E-04  0.1323E-03  -.6148E-05  0.3055E-04   14.5549
   150.00  0.4004E-04  0.1427E-03  -.2706E-05  0.3188E-04   14.9133
   155.00  0.2845E-04  0.1492E-03  -.9372E-06  0.3038E-04   15.2214
   160.00  0.1999E-04  0.1526E-03  -.4113E-07  0.2639E-04   15.4766
   165.00  0.1365E-04  0.1556E-03  0.2290E-06  0.2099E-04   15.6772
   170.00  0.9123E-05  0.1592E-03  0.1859E-06  0.1457E-04   15.8216
   175.00  0.6359E-05  0.1625E-03  0.5934E-07  0.7454E-05   15.9087


 EGEQ(LAB)= 385.00   EG*(LAB)= 408.09 MEV   QI=482.54 MEV   QF=314.64 MEV
 W3He(MEV)=3176.564   EG*(CM)= 320.693   EPI(CM)= 344.223   Q2GEV=   0.130
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.4853E+01  0.6768E+01  -.1595E-08  -.4275E-04    0.7239
     5.00  0.4700E+01  0.6345E+01  -.1150E+00  -.3556E+00    0.7536
    10.00  0.4291E+01  0.5242E+01  -.3925E+00  -.6137E+00    0.8424
    15.00  0.3730E+01  0.3842E+01  -.6901E+00  -.7139E+00    0.9896
    20.00  0.3118E+01  0.2532E+01  -.8958E+00  -.6645E+00    1.1942
    25.00  0.2505E+01  0.1518E+01  -.9660E+00  -.5251E+00    1.4546
    30.00  0.1934E+01  0.8425E+00  -.9167E+00  -.3654E+00    1.7687
    35.00  0.1423E+01  0.4380E+00  -.7831E+00  -.2281E+00    2.1342
    40.00  0.9965E+00  0.2193E+00  -.6133E+00  -.1299E+00    2.5484
    45.00  0.6746E+00  0.1124E+00  -.4526E+00  -.6911E-01    3.0080
    50.00  0.4332E+00  0.6084E-01  -.3108E+00  -.3372E-01    3.5096
    55.00  0.2681E+00  0.3694E-01  -.2028E+00  -.1516E-01    4.0493
    60.00  0.1604E+00  0.2496E-01  -.1266E+00  -.6112E-02    4.6231
    65.00  0.9203E-01  0.1775E-01  -.7528E-01  -.2019E-02    5.2265
    70.00  0.5101E-01  0.1275E-01  -.4300E-01  -.4139E-03    5.8551
    75.00  0.2778E-01  0.9030E-02  -.2405E-01  0.5836E-04    6.5039
    80.00  0.1464E-01  0.6138E-02  -.1299E-01  0.1068E-03    7.1681
    85.00  0.7476E-02  0.3982E-02  -.6780E-02  0.2728E-04    7.8426
    90.00  0.3796E-02  0.2481E-02  -.3499E-02  -.6200E-04    8.5222
    95.00  0.1937E-02  0.1478E-02  -.1795E-02  -.1190E-03    9.2019
   100.00  0.1015E-02  0.8351E-03  -.9223E-03  -.1393E-03    9.8764
   105.00  0.5706E-03  0.4487E-03  -.4864E-03  -.1327E-03   10.5406
   110.00  0.3571E-03  0.2331E-03  -.2705E-03  -.1091E-03   11.1894
   115.00  0.2475E-03  0.1251E-03  -.1581E-03  -.7814E-04   11.8180
   120.00  0.1839E-03  0.8118E-04  -.9627E-04  -.4621E-04   12.4214
   125.00  0.1412E-03  0.7212E-04  -.5993E-04  -.1776E-04   12.9952
   130.00  0.1094E-03  0.8006E-04  -.3708E-04  0.3968E-05   13.5349
   135.00  0.8384E-04  0.9413E-04  -.2238E-04  0.1916E-04   14.0365
   140.00  0.6301E-04  0.1092E-03  -.1311E-04  0.2859E-04   14.4961
   145.00  0.4643E-04  0.1221E-03  -.7068E-05  0.3248E-04   14.9103
   150.00  0.3334E-04  0.1314E-03  -.3555E-05  0.3294E-04   15.2758
   155.00  0.2344E-04  0.1366E-03  -.1483E-05  0.3044E-04   15.5899
   160.00  0.1598E-04  0.1395E-03  -.4671E-06  0.2624E-04   15.8503
   165.00  0.1053E-04  0.1418E-03  -.4503E-07  0.2072E-04   16.0549
   170.00  0.6763E-05  0.1443E-03  0.5815E-07  0.1425E-04   16.2021
   175.00  0.4481E-05  0.1468E-03  0.2627E-07  0.7257E-05   16.2909

**********   W = 3180.99 MeV    Q2=0.02 - 0.13 with step 0.01  **********

 EGEQ(LAB)= 390.00   EG*(LAB)= 393.55 MEV   QI=370.05 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 341.961   EPI(CM)= 348.168   Q2GEV=   0.020
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1462E+02  0.4058E+01  -.1230E-07  0.2015E-03    0.0670
     5.00  0.1365E+02  0.4244E+01  -.8439E+00  0.1454E+01    0.0901
    10.00  0.1135E+02  0.4273E+01  -.2497E+01  0.1622E+01    0.1591
    15.00  0.9113E+01  0.3694E+01  -.3656E+01  0.8767E+00    0.2736
    20.00  0.7410E+01  0.2726E+01  -.3981E+01  0.1323E+00    0.4326
    25.00  0.6037E+01  0.1762E+01  -.3719E+01  -.2465E+00    0.6350
    30.00  0.4820E+01  0.1027E+01  -.3180E+01  -.3235E+00    0.8792
    35.00  0.3723E+01  0.5530E+00  -.2562E+01  -.2600E+00    1.1634
    40.00  0.2771E+01  0.2810E+00  -.1972E+01  -.1660E+00    1.4854
    45.00  0.1986E+01  0.1385E+00  -.1458E+01  -.8891E-01    1.8427
    50.00  0.1367E+01  0.6858E-01  -.1032E+01  -.3856E-01    2.2326
    55.00  0.9163E+00  0.3699E-01  -.7104E+00  -.1131E-01    2.6522
    60.00  0.5989E+00  0.2283E-01  -.4756E+00  0.1150E-02    3.0982
    65.00  0.3785E+00  0.1591E-01  -.3068E+00  0.5464E-02    3.5673
    70.00  0.2365E+00  0.1211E-01  -.1949E+00  0.5741E-02    4.0559
    75.00  0.1453E+00  0.9403E-02  -.1212E+00  0.4542E-02    4.5603
    80.00  0.8797E-01  0.7201E-02  -.7374E-01  0.3056E-02    5.0767
    85.00  0.5258E-01  0.5364E-02  -.4391E-01  0.1772E-02    5.6010
    90.00  0.3143E-01  0.3890E-02  -.2581E-01  0.8250E-03    6.1294
    95.00  0.1899E-01  0.2754E-02  -.1506E-01  0.2007E-03    6.6578
   100.00  0.1160E-01  0.1898E-02  -.8636E-02  -.1672E-03    7.1821
   105.00  0.7233E-02  0.1277E-02  -.4869E-02  -.3568E-03    7.6984
   110.00  0.4652E-02  0.8386E-03  -.2689E-02  -.4302E-03    8.2028
   115.00  0.3120E-02  0.5421E-03  -.1452E-02  -.4322E-03    8.6914
   120.00  0.2186E-02  0.3484E-03  -.7557E-03  -.3924E-03    9.1606
   125.00  0.1588E-02  0.2253E-03  -.3676E-03  -.3316E-03    9.6066
   130.00  0.1220E-02  0.1527E-03  -.1668E-03  -.2705E-03   10.0262
   135.00  0.9599E-03  0.1111E-03  -.6120E-04  -.2134E-03   10.4161
   140.00  0.7749E-03  0.9137E-04  -.1150E-04  -.1656E-03   10.7734
   145.00  0.6443E-03  0.8473E-04  0.8969E-05  -.1274E-03   11.0954
   150.00  0.5459E-03  0.8317E-04  0.1537E-04  -.9593E-04   11.3795
   155.00  0.4695E-03  0.8224E-04  0.1519E-04  -.6980E-04   11.6237
   160.00  0.4179E-03  0.8213E-04  0.1188E-04  -.4933E-04   11.8261
   165.00  0.3772E-03  0.8497E-04  0.7679E-05  -.3315E-04   11.9852
   170.00  0.3474E-03  0.9154E-04  0.3731E-05  -.2039E-04   12.0996
   175.00  0.3290E-03  0.9896E-04  0.9781E-06  -.9725E-05   12.1687


 EGEQ(LAB)= 390.00   EG*(LAB)= 395.33 MEV   QI=381.92 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 340.389   EPI(CM)= 348.168   Q2GEV=   0.030
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1357E+02  0.6111E+01  -.1035E-07  0.1538E-03    0.1018
     5.00  0.1266E+02  0.6078E+01  -.7089E+00  0.1088E+01    0.1256
    10.00  0.1065E+02  0.5678E+01  -.2126E+01  0.1144E+01    0.1969
    15.00  0.8652E+01  0.4652E+01  -.3175E+01  0.4916E+00    0.3150
    20.00  0.7040E+01  0.3315E+01  -.3519E+01  -.1161E+00    0.4792
    25.00  0.5694E+01  0.2091E+01  -.3331E+01  -.3851E+00    0.6880
    30.00  0.4507E+01  0.1199E+01  -.2874E+01  -.3925E+00    0.9401
    35.00  0.3449E+01  0.6382E+00  -.2328E+01  -.2906E+00    1.2334
    40.00  0.2546E+01  0.3235E+00  -.1797E+01  -.1781E+00    1.5656
    45.00  0.1802E+01  0.1600E+00  -.1321E+01  -.9247E-01    1.9344
    50.00  0.1232E+01  0.8169E-01  -.9340E+00  -.3955E-01    2.3368
    55.00  0.8175E+00  0.4596E-01  -.6387E+00  -.1155E-01    2.7699
    60.00  0.5257E+00  0.2936E-01  -.4216E+00  0.1015E-02    3.2302
    65.00  0.3300E+00  0.2102E-01  -.2707E+00  0.5109E-02    3.7144
    70.00  0.2037E+00  0.1596E-01  -.1702E+00  0.5300E-02    4.2187
    75.00  0.1229E+00  0.1215E-01  -.1041E+00  0.4100E-02    4.7393
    80.00  0.7293E-01  0.9065E-02  -.6225E-01  0.2661E-02    5.2722
    85.00  0.4285E-01  0.6578E-02  -.3654E-01  0.1445E-02    5.8133
    90.00  0.2532E-01  0.4658E-02  -.2131E-01  0.5700E-03    6.3587
    95.00  0.1505E-01  0.3208E-02  -.1226E-01  0.1571E-04    6.9040
   100.00  0.9007E-02  0.2146E-02  -.6912E-02  -.2918E-03    7.4451
   105.00  0.5508E-02  0.1395E-02  -.3821E-02  -.4324E-03    7.9780
   110.00  0.3479E-02  0.8825E-03  -.2064E-02  -.4676E-03    8.4986
   115.00  0.2303E-02  0.5482E-03  -.1088E-02  -.4421E-03    9.0029
   120.00  0.1614E-02  0.3412E-03  -.5570E-03  -.3859E-03    9.4871
   125.00  0.1183E-02  0.2166E-03  -.2667E-03  -.3165E-03    9.9474
   130.00  0.8975E-03  0.1451E-03  -.1121E-03  -.2472E-03   10.3805
   135.00  0.7048E-03  0.1089E-03  -.3588E-04  -.1877E-03   10.7829
   140.00  0.5716E-03  0.9543E-04  -.1531E-05  -.1409E-03   11.1517
   145.00  0.4686E-03  0.9402E-04  0.1206E-04  -.1034E-03   11.4840
   150.00  0.3958E-03  0.9689E-04  0.1508E-04  -.7489E-04   11.7772
   155.00  0.3394E-03  0.9914E-04  0.1374E-04  -.5225E-04   12.0293
   160.00  0.2935E-03  0.1012E-03  0.1058E-04  -.3467E-04   12.2382
   165.00  0.2641E-03  0.1057E-03  0.6776E-05  -.2237E-04   12.4023
   170.00  0.2425E-03  0.1137E-03  0.3296E-05  -.1333E-04   12.5204
   175.00  0.2289E-03  0.1222E-03  0.8672E-06  -.6232E-05   12.5917


 EGEQ(LAB)= 390.00   EG*(LAB)= 397.11 MEV   QI=393.44 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 338.818   EPI(CM)= 348.168   Q2GEV=   0.040
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1247E+02  0.7796E+01  -.8578E-08  0.1049E-03    0.1425
     5.00  0.1172E+02  0.7589E+01  -.5921E+00  0.7259E+00    0.1670
    10.00  0.9972E+01  0.6767E+01  -.1801E+01  0.6832E+00    0.2404
    15.00  0.8177E+01  0.5345E+01  -.2744E+01  0.1367E+00    0.3621
    20.00  0.6641E+01  0.3704E+01  -.3091E+01  -.3258E+00    0.5312
    25.00  0.5343E+01  0.2297E+01  -.2969E+01  -.4885E+00    0.7464
    30.00  0.4193E+01  0.1300E+01  -.2586E+01  -.4357E+00    1.0060
    35.00  0.3187E+01  0.6876E+00  -.2110E+01  -.3060E+00    1.3082
    40.00  0.2329E+01  0.3467E+00  -.1628E+01  -.1818E+00    1.6505
    45.00  0.1635E+01  0.1723E+00  -.1196E+01  -.9288E-01    2.0304
    50.00  0.1107E+01  0.8920E-01  -.8410E+00  -.3943E-01    2.4449
    55.00  0.7260E+00  0.5116E-01  -.5701E+00  -.1168E-01    2.8910
    60.00  0.4638E+00  0.3350E-01  -.3747E+00  0.4610E-03    3.3653
    65.00  0.2878E+00  0.2414E-01  -.2382E+00  0.4445E-02    3.8640
    70.00  0.1744E+00  0.1815E-01  -.1473E+00  0.4687E-02    4.3835
    75.00  0.1041E+00  0.1369E-01  -.8927E-01  0.3577E-02    4.9198
    80.00  0.6111E-01  0.1008E-01  -.5290E-01  0.2260E-02    5.4688
    85.00  0.3539E-01  0.7200E-02  -.3068E-01  0.1165E-02    6.0263
    90.00  0.2054E-01  0.5000E-02  -.1763E-01  0.3919E-03    6.5881
    95.00  0.1193E-01  0.3369E-02  -.9951E-02  -.8469E-04    7.1498
   100.00  0.7004E-02  0.2204E-02  -.5514E-02  -.3383E-03    7.7073
   105.00  0.4209E-02  0.1400E-02  -.2997E-02  -.4423E-03    8.2563
   110.00  0.2641E-02  0.8662E-03  -.1602E-02  -.4559E-03    8.7926
   115.00  0.1740E-02  0.5255E-03  -.8331E-03  -.4170E-03    9.3121
   120.00  0.1205E-02  0.3183E-03  -.4135E-03  -.3517E-03    9.8108
   125.00  0.8739E-03  0.1989E-03  -.1894E-03  -.2784E-03   10.2851
   130.00  0.6690E-03  0.1369E-03  -.7672E-04  -.2119E-03   10.7312
   135.00  0.5274E-03  0.1085E-03  -.2106E-04  -.1559E-03   11.1458
   140.00  0.4211E-03  0.1007E-03  0.3808E-05  -.1112E-03   11.5256
   145.00  0.3477E-03  0.1044E-03  0.1223E-04  -.7880E-04   11.8680
   150.00  0.2873E-03  0.1106E-03  0.1366E-04  -.5339E-04   12.1701
   155.00  0.2442E-03  0.1152E-03  0.1190E-04  -.3493E-04   12.4297
   160.00  0.2113E-03  0.1187E-03  0.9007E-05  -.2165E-04   12.6449
   165.00  0.1852E-03  0.1243E-03  0.5792E-05  -.1258E-04   12.8140
   170.00  0.1657E-03  0.1330E-03  0.2835E-05  -.6773E-05   12.9357
   175.00  0.1549E-03  0.1418E-03  0.7503E-06  -.2995E-05   13.0091


 EGEQ(LAB)= 390.00   EG*(LAB)= 398.88 MEV   QI=404.64 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 337.246   EPI(CM)= 348.168   Q2GEV=   0.050
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1141E+02  0.8998E+01  -.7077E-08  0.6197E-04    0.1886
     5.00  0.1076E+02  0.8623E+01  -.4909E+00  0.4079E+00    0.2138
    10.00  0.9273E+01  0.7481E+01  -.1518E+01  0.2852E+00    0.2893
    15.00  0.7659E+01  0.5754E+01  -.2358E+01  -.1592E+00    0.4144
    20.00  0.6229E+01  0.3918E+01  -.2707E+01  -.4886E+00    0.5883
    25.00  0.4989E+01  0.2399E+01  -.2639E+01  -.5594E+00    0.8096
    30.00  0.3891E+01  0.1346E+01  -.2324E+01  -.4596E+00    1.0767
    35.00  0.2931E+01  0.7068E+00  -.1904E+01  -.3102E+00    1.3874
    40.00  0.2126E+01  0.3556E+00  -.1472E+01  -.1806E+00    1.7395
    45.00  0.1480E+01  0.1772E+00  -.1079E+01  -.9126E-01    2.1301
    50.00  0.9897E+00  0.9210E-01  -.7521E+00  -.3858E-01    2.5565
    55.00  0.6478E+00  0.5405E-01  -.5103E+00  -.1203E-01    3.0153
    60.00  0.4074E+00  0.3551E-01  -.3308E+00  -.2050E-03    3.5031
    65.00  0.2499E+00  0.2562E-01  -.2081E+00  0.3670E-02    4.0160
    70.00  0.1506E+00  0.1925E-01  -.1281E+00  0.3973E-02    4.5503
    75.00  0.8857E-01  0.1435E-01  -.7663E-01  0.3036E-02    5.1019
    80.00  0.5086E-01  0.1040E-01  -.4452E-01  0.1896E-02    5.6665
    85.00  0.2894E-01  0.7311E-02  -.2544E-01  0.9417E-03    6.2398
    90.00  0.1658E-01  0.5011E-02  -.1447E-01  0.2706E-03    6.8176
    95.00  0.9458E-02  0.3322E-02  -.8051E-02  -.1342E-03    7.3953
   100.00  0.5452E-02  0.2134E-02  -.4394E-02  -.3414E-03    7.9687
   105.00  0.3221E-02  0.1327E-02  -.2350E-02  -.4172E-03    8.5333
   110.00  0.1993E-02  0.8015E-03  -.1236E-02  -.4149E-03    9.0848
   115.00  0.1295E-02  0.4727E-03  -.6280E-03  -.3677E-03    9.6191
   120.00  0.9018E-03  0.2832E-03  -.3094E-03  -.3038E-03   10.1321
   125.00  0.6619E-03  0.1792E-03  -.1418E-03  -.2355E-03   10.6198
   130.00  0.5044E-03  0.1268E-03  -.5480E-04  -.1729E-03   11.0786
   135.00  0.3945E-03  0.1062E-03  -.1304E-04  -.1212E-03   11.5050
   140.00  0.3180E-03  0.1049E-03  0.4565E-05  -.8309E-04   11.8957
   145.00  0.2550E-03  0.1122E-03  0.1071E-04  -.5374E-04   12.2478
   150.00  0.2116E-03  0.1210E-03  0.1127E-04  -.3386E-04   12.5585
   155.00  0.1756E-03  0.1273E-03  0.9698E-05  -.1914E-04   12.8255
   160.00  0.1484E-03  0.1319E-03  0.7314E-05  -.9478E-05   13.0468
   165.00  0.1294E-03  0.1378E-03  0.4717E-05  -.4062E-05   13.2207
   170.00  0.1150E-03  0.1463E-03  0.2321E-05  -.1358E-05   13.3459
   175.00  0.1058E-03  0.1549E-03  0.6160E-06  -.3103E-06   13.4214

 EGEQ(LAB)= 390.00   EG*(LAB)= 400.66 MEV   QI=415.54 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 335.674   EPI(CM)= 348.168   Q2GEV=   0.060
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1042E+02  0.9712E+01  -.5843E-08  0.2775E-04    0.2396
     5.00  0.9872E+01  0.9228E+01  -.4078E+00  0.1552E+00    0.2655
    10.00  0.8592E+01  0.7861E+01  -.1281E+01  -.2886E-01    0.3430
    15.00  0.7141E+01  0.5934E+01  -.2027E+01  -.3857E+00    0.4716
    20.00  0.5812E+01  0.3985E+01  -.2368E+01  -.6043E+00    0.6501
    25.00  0.4636E+01  0.2417E+01  -.2341E+01  -.6017E+00    0.8774
    30.00  0.3593E+01  0.1347E+01  -.2081E+01  -.4675E+00    1.1516
    35.00  0.2688E+01  0.7038E+00  -.1713E+01  -.3067E+00    1.4707
    40.00  0.1937E+01  0.3536E+00  -.1326E+01  -.1760E+00    1.8323
    45.00  0.1334E+01  0.1757E+00  -.9666E+00  -.8806E-01    2.2335
    50.00  0.8904E+00  0.9282E-01  -.6759E+00  -.3783E-01    2.6714
    55.00  0.5751E+00  0.5460E-01  -.4536E+00  -.1222E-01    3.1425
    60.00  0.3571E+00  0.3598E-01  -.2907E+00  -.8865E-03    3.6434
    65.00  0.2184E+00  0.2614E-01  -.1827E+00  0.2825E-02    4.1702
    70.00  0.1295E+00  0.1944E-01  -.1107E+00  0.3283E-02    4.7189
    75.00  0.7475E-01  0.1430E-01  -.6511E-01  0.2541E-02    5.2853
    80.00  0.4252E-01  0.1029E-01  -.3753E-01  0.1567E-02    5.8651
    85.00  0.2405E-01  0.7184E-02  -.2137E-01  0.7468E-03    6.4539
    90.00  0.1350E-01  0.4848E-02  -.1194E-01  0.1796E-03    7.0472
    95.00  0.7541E-02  0.3162E-02  -.6528E-02  -.1579E-03    7.6406
   100.00  0.4258E-02  0.1994E-02  -.3501E-02  -.3245E-03    8.2294
   105.00  0.2486E-02  0.1218E-02  -.1852E-02  -.3798E-03    8.8092
   110.00  0.1523E-02  0.7212E-03  -.9620E-03  -.3678E-03    9.3756
   115.00  0.9901E-03  0.4188E-03  -.4864E-03  -.3196E-03    9.9243
   120.00  0.6860E-03  0.2468E-03  -.2356E-03  -.2566E-03   10.4510
   125.00  0.5006E-03  0.1566E-03  -.1056E-03  -.1918E-03   10.9519
   130.00  0.3846E-03  0.1165E-03  -.4079E-04  -.1362E-03   11.4231
   135.00  0.3026E-03  0.1040E-03  -.9486E-05  -.9130E-04   11.8610
   140.00  0.2384E-03  0.1071E-03  0.4085E-05  -.5675E-04   12.2622
   145.00  0.1928E-03  0.1175E-03  0.8494E-05  -.3357E-04   12.6237
   150.00  0.1542E-03  0.1280E-03  0.8872E-05  -.1660E-04   12.9428
   155.00  0.1275E-03  0.1352E-03  0.7634E-05  -.6252E-05   13.2170
   160.00  0.1060E-03  0.1403E-03  0.5787E-05  0.7856E-07   13.4443
   165.00  0.8879E-04  0.1463E-03  0.3750E-05  0.2982E-05   13.6229
   170.00  0.7690E-04  0.1545E-03  0.1858E-05  0.3184E-05   13.7514
   175.00  0.6997E-04  0.1623E-03  0.4965E-06  0.1886E-05   13.8290


 EGEQ(LAB)= 390.00   EG*(LAB)= 402.43 MEV   QI=426.17 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 334.102   EPI(CM)= 348.168   Q2GEV=   0.070
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.9474E+01  0.9981E+01  -.4834E-08  0.2183E-05    0.2952
     5.00  0.9020E+01  0.9435E+01  -.3395E+00  -.3312E-01    0.3218
    10.00  0.7915E+01  0.7936E+01  -.1082E+01  -.2600E+00    0.4013
    15.00  0.6620E+01  0.5917E+01  -.1742E+01  -.5454E+00    0.5331
    20.00  0.5393E+01  0.3937E+01  -.2071E+01  -.6773E+00    0.7163
    25.00  0.4288E+01  0.2371E+01  -.2074E+01  -.6203E+00    0.9494
    30.00  0.3307E+01  0.1316E+01  -.1860E+01  -.4636E+00    1.2306
    35.00  0.2463E+01  0.6866E+00  -.1540E+01  -.2985E+00    1.5579
    40.00  0.1757E+01  0.3432E+00  -.1190E+01  -.1689E+00    1.9287
    45.00  0.1205E+01  0.1717E+00  -.8681E+00  -.8472E-01    2.3401
    50.00  0.7979E+00  0.9108E-01  -.6042E+00  -.3678E-01    2.7892
    55.00  0.5093E+00  0.5366E-01  -.4016E+00  -.1238E-01    3.2724
    60.00  0.3153E+00  0.3572E-01  -.2571E+00  -.1690E-02    3.7861
    65.00  0.1898E+00  0.2572E-01  -.1591E+00  0.2039E-02    4.3264
    70.00  0.1111E+00  0.1898E-01  -.9532E-01  0.2636E-02    4.8891
    75.00  0.6373E-01  0.1391E-01  -.5576E-01  0.2072E-02    5.4700
    80.00  0.3570E-01  0.9885E-02  -.3171E-01  0.1277E-02    6.0646
    85.00  0.1983E-01  0.6808E-02  -.1777E-01  0.5946E-03    6.6685
    90.00  0.1085E-01  0.4517E-02  -.9720E-02  0.1229E-03    7.2770
    95.00  0.5963E-02  0.2906E-02  -.5242E-02  -.1581E-03    7.8855
   100.00  0.3312E-02  0.1803E-02  -.2775E-02  -.2928E-03    8.4894
   105.00  0.1910E-02  0.1082E-02  -.1453E-02  -.3326E-03    9.0840
   110.00  0.1155E-02  0.6248E-03  -.7444E-03  -.3140E-03    9.6649
   115.00  0.7487E-03  0.3545E-03  -.3734E-03  -.2665E-03   10.2276
   120.00  0.5248E-03  0.2085E-03  -.1831E-03  -.2096E-03   10.7679
   125.00  0.3891E-03  0.1359E-03  -.8394E-04  -.1530E-03   11.2816
   130.00  0.2981E-03  0.1057E-03  -.3315E-04  -.1031E-03   11.7648
   135.00  0.2319E-03  0.9969E-04  -.8546E-05  -.6326E-04   12.2139
   140.00  0.1842E-03  0.1070E-03  0.2122E-05  -.3542E-04   12.6254
   145.00  0.1444E-03  0.1193E-03  0.5856E-05  -.1539E-04   12.9961
   150.00  0.1157E-03  0.1306E-03  0.6451E-05  -.3273E-05   13.3234
   155.00  0.9197E-04  0.1384E-03  0.5653E-05  0.4446E-05   13.6046
   160.00  0.7472E-04  0.1436E-03  0.4364E-05  0.7865E-05   13.8377
   165.00  0.6186E-04  0.1491E-03  0.2877E-05  0.8212E-05   14.0209
   170.00  0.5213E-04  0.1565E-03  0.1438E-05  0.6505E-05   14.1527
   175.00  0.4590E-04  0.1636E-03  0.3852E-06  0.3537E-05   14.2322


 EGEQ(LAB)= 390.00   EG*(LAB)= 404.21 MEV   QI=436.55 MEV   QF=318.96 MEV
 W3He(MEV)=3180.992   EG*(CM)= 332.530   EPI(CM)= 348.168   Q2GEV=   0.080
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.8615E+01  0.9919E+01  -.4026E-08  -.1580E-04    0.3551
     5.00  0.8223E+01  0.9335E+01  -.2840E+00  -.1650E+00    0.3823
    10.00  0.7264E+01  0.7782E+01  -.9167E+00  -.4182E+00    0.4638
    15.00  0.6107E+01  0.5752E+01  -.1500E+01  -.6475E+00    0.5988
    20.00  0.4982E+01  0.3803E+01  -.1811E+01  -.7151E+00    0.7864
    25.00  0.3951E+01  0.2279E+01  -.1836E+01  -.6203E+00    1.0252
    30.00  0.3038E+01  0.1262E+01  -.1662E+01  -.4515E+00    1.3133
    35.00  0.2247E+01  0.6566E+00  -.1380E+01  -.2861E+00    1.6485
    40.00  0.1594E+01  0.3284E+00  -.1067E+01  -.1610E+00    2.0283
    45.00  0.1085E+01  0.1645E+00  -.7765E+00  -.8077E-01    2.4498
    50.00  0.7125E+00  0.8754E-01  -.5376E+00  -.3547E-01    2.9098
    55.00  0.4523E+00  0.5199E-01  -.3561E+00  -.1257E-01    3.4048
    60.00  0.2769E+00  0.3454E-01  -.2257E+00  -.2349E-02    3.9310
    65.00  0.1651E+00  0.2478E-01  -.1385E+00  0.1317E-02    4.4844
    70.00  0.9596E-01  0.1822E-01  -.8246E-01  0.2037E-02    5.0609
    75.00  0.5393E-01  0.1316E-01  -.4731E-01  0.1670E-02    5.6559
    80.00  0.2975E-01  0.9256E-02  -.2654E-01  0.1034E-02    6.2650
    85.00  0.1640E-01  0.6333E-02  -.1479E-01  0.4675E-03    6.8836
    90.00  0.8871E-02  0.4164E-02  -.8011E-02  0.7516E-04    7.5069
